catalogNbr,coreq_text,course_code,created_at,description,id,instructors,outcomes,prereq_confidence,prereq_courses_mentioned,prereq_has_complex_logic,prereq_text,roster,subject,title,titleShort,unitsMax,unitsMin
2110,,ENGRD 2110,2025-08-17T20:38:24.910518,"Intermediate programming in a high-level language and introduction to software engineering. Topics include object-oriented programming (objects, classes, subtypes, encapsulation, polymorphism), program correctness (specifications, invariants, testing), algorithm analysis (asymptotic complexity, big O notation), recursion, data structures (lists, trees, stacks, queues, heaps, hash tables, graphs), iteration and searching/sorting, graph algorithms, and concurrent and event-driven programming (graphical user interfaces, synchronization). Java is the principal programming language.",FA25-ENGRD-2110-2,"[""mae226"", ""mae226"", ""mae226"", ""mae226"", ""mae226"", ""mae226"", ""mae226"", ""mae226"", ""mae226""]",,0.6000000000000001,2,True,CS 1110 or CS 1112 or equivalent course on programming in a procedural language.,FA25,ENGRD,Object-Oriented Programming and Data Structures,Object-Oriented Programming and Data Structures,4.0,4.0
2111,,ENGRD 2111,2025-08-17T20:38:24.910534,"This course serves as an introduction to thermodynamics and physical chemistry focused on the application to biomolecular systems. Topics include the role of entropy and free energy in determining biological reactions and processes such as enzymatic reactions or molecular interactions, protein folding/unfolding, single molecule mechanics, energy states, and equilibrium distribution of biomolecular and other systems. This course serves as the foundation for the Molecular, Cellular, and Systems Engineering (MCSE) concentration as well as the molecular principles of biomedical engineering course.",FA25-ENGRD-2111-2,"[""jl2792"", ""jl2792"", ""jl2792"", ""jl2792""]",,0.9,4,True,"CHEM 2090, MATH 1920, and BIOG 1350 or BIOG 1440.",FA25,ENGRD,Biomolecular Thermodynamics,Biomolecular Thermodynamics,3.0,3.0
2112,,ENGRD 2112,2025-08-17T20:38:24.910548,"Intermediate software design and introduction to key computer science ideas. Topics are similar to those in CS 2110 but are covered in greater depth, with more challenging assignments. Topics include object-oriented programming, program structure and organization, program reasoning using specifications and invariants, recursion, design patterns, concurrent programming, graphical user interfaces, data structures as in CS 2110, sorting and graph algorithms, asymptotic complexity, and simple algorithm analysis. Java is the principal programming language.",FA25-ENGRD-2112-2,"[""acm22"", ""acm22"", ""acm22"", ""acm22"", ""acm22"", ""acm22""]",,0.6000000000000001,2,True,"excellent performance in CS 1110, CS 1112 or equivalent course in Java or C++, or permission of instructor.",FA25,ENGRD,Object-Oriented Design and Data Structures - Honors,Object-Oriented Design and Data Structures - Honors,5.0,5.0
2190,,ENGRD 2190,2025-08-17T20:38:24.910562,Engineering problems involving material and energy balances. Batch and continuous reactive systems in the steady and unsteady states. Introduction to phase equilibria for multicomponent systems. Examples drawn from a variety of chemical and biomolecular processes.,FA25-ENGRD-2190-1,"[""tmd10"", ""tmd10""]",,0.9,2,True,"CHEM 2080, CHEM 2090, and an ENGRI course.",FA25,ENGRD,Chemical Process Design and Analysis,Chemical Process Design and Analysis,4.0,4.0
2210,,ENGRD 2210,2025-08-17T20:38:24.910577,"Presents the definitions, concepts, and laws of thermodynamics. Topics include the first and second laws, thermodynamic property relationships, and applications to vapor and gas power systems, refrigeration, and heat pump systems. Examples and problems are related to contemporary aspects of energy and power generation and to broader environmental issues.",FA25-ENGRD-2210-1,"[""ms2682"", ""ms2682"", ""ms2682"", ""ms2682"", ""ms2682"", ""ms2682""]",,0.9,2,True,MATH 1920 and PHYS 1112.,FA25,ENGRD,Thermodynamics,Thermodynamics,3.0,3.0
2250,,ENGRD 2250,2025-08-17T20:38:24.910588,"EAS 2250 provides a broad math-, physics-, and chemistry-based introduction to the earth sciences, including geology, paleontology, oceanography, and atmospheric science. Topics covered include formation of the Earth, the chemistry and physics of the Earth's interior, plate tectonics, weathering and erosion, soil development, stream and groundwater flow, volcanism and crustal deformation, the evolution of life, ocean and atmospheric structure, circulation and heat transport, ocean waves and tides, generation of storms, seawater chemistry, mineral and energy resources, and climate change.",FA25-ENGRD-2250-2,"[""cpm226"", ""cpm226"", ""cpm226""]",,0.9,2,True,MATH 1110 or MATH 1910.,FA25,ENGRD,The Earth System,The Earth System,4.0,4.0
2300,,ENGRD 2300,2025-08-17T20:38:24.910600,"This course provides an introduction to the design and implementation of digital circuits and microprocessors. Topics include transistor network design, Boolean algebra, combinational circuits, sequential circuits, finite state machine design, processor pipelines, and memory hierarchy. Design methodology using both discrete components and hardware description languages is covered in the laboratory portion of the course.",FA25-ENGRD-2300-1,"[""cb535"", ""cb535"", ""cb535"", ""cb535"", ""cb535"", ""cb535"", ""cb535"", ""cb535""]",,0.9,2,True,CS 1110 or CS 1112.,FA25,ENGRD,Digital Logic and Computer Organization,Digital Logic and Computer Organization,4.0,4.0
2510,,ENGRD 2510,2025-08-17T20:38:24.910611,"Students will quantitatively understand and analyze environmental issues such as: the impact of industrial contaminants and excess nutrients on water quality; the global carbon cycle; improving global access to clean water. This course integrates principles from chemistry, biology, math and engineering to understand and solve real-world problems that impact three major environmental compartments: air, water, and soil. Students will solve mass and energy balances beginning with simple, closed systems, then progress through reactive, open systems to describe environmental fate and transport of pollutants, natural environmental cycles and remediation scenarios. Students will be exposed to technical and lay material from interdisciplinary sources to understand the environmental externalities - social, political, economic and cultural - that must be considered when proposing solutions to today's most pressing environmental issues. BE and EnvE students must complete either BEE 2510 or BEE 2600 according to their academic plan. Students who complete both BEE 2510 and BEE 2600 receive engineering credit toward their degree for only one of these courses.",FA25-ENGRD-2510-2,"[""nlc6""]",,1.0,3,True,CHEM 2070 or CHEM 2090 or AP Chem. Prerequisite or corequisite: MATH 2930.,FA25,ENGRD,Engineering Processes for Environmental Sustainability,Engineering Processes for Environmental Sustainability,3.0,3.0
2600,,ENGRD 2600,2025-08-17T20:38:24.910624,"Focuses on the integration of biological principles with engineering, math, and physical principles. Students learn how to formulate equations for biological systems in class and practice in homework sets. Topics range from molecular principles of reaction kinetics and molecular binding events to macroscopic applications such as energy and mass balances of bioprocessing and engineering design of implantable sensors. Students will also experience scientific literature searches as related to the biological engineering topics, and critical analysis and evaluation of relevant information sources. BEE students must complete either BEE 2510 or BEE 2600 according to their academic plan. BEE students who complete both BEE 2510 and BEE 2600 receive engineering credit for only one of these courses.",FA25-ENGRD-2600-2,"[""jcm224""]",,0.3999999999999999,6,True,"Prerequisite or corequisite: MATH 2930, two semesters of core biology major classes (BIOMG 1350, BIOG 1440, BIOG 1445 or BIOEE 1610 ) plus BIOG 1500 or equivalent.",FA25,ENGRD,Principles of Biological Engineering,Principles of Biological Engineering,3.0,3.0
2610,,ENGRD 2610,2025-08-17T20:38:24.910639,"Examines the mechanical properties of materials (e.g., strength, stiffness, toughness, ductility) and their physical origins. Explores the relationship of the elastic, plastic, and fracture behavior to microscopic structure in metals, ceramics, polymers, and composite materials. Discusses effects of time and temperature on materials properties. Emphasizes considerations for design and optimal performance of materials and engineered objects.",FA25-ENGRD-2610-2,"[""as3689"", ""as3689"", ""as3689"", ""as3689""]",,0.9,2,True,PHYS 1112 or PHYS 1117.,FA25,ENGRD,Mechanical Properties of Materials: From Nanodevices to Superstructures,Mechanical Properties of Materials: From Nanodevices to Superstructures,4.0,4.0
2700,,ENGRD 2700,2025-08-17T20:38:24.910652,"Gives students a working knowledge of basic probability and statistics and their application to engineering. Includes computer analysis of data and simulation. Topics include: random variables, probability distributions, expectation, estimation, testing, experimental design, quality control, and regression.",FA25-ENGRD-2700-1,"[""jjp274"", ""jjp274"", ""jjp274"", ""jjp274"", ""jjp274"", ""jjp274"", ""jjp274""]",,0.9,2,False,"MATH 1910, MATH 1920.",FA25,ENGRD,Eng Probability and Statistics: Modeling and Data Science,Eng Probability and Statistics: Modeling and Data Science,4.0,4.0
2720,,ENGRD 2720,2025-08-17T20:38:24.910663,"An introduction to data science for engineers. The data science workflow: acquisition and cleansing, exploration and modeling, prediction and decision making, visualization and presentation. Tools for data science including numerical optimization, the Discrete Fourier Transform, Principal Component Analysis, and probability with a focus on statistical inference and correlation methods. Techniques for different steps in the workflow including outlier detection, filtering, regression, classification, and techniques for avoiding overfitting. Methods for combining domain-agnostic data analysis tools with the types of domain-specific knowledge that are common in engineering. Ethical considerations. Optional topics include classification via neural networks, outlier detection, and Markov chains. Programming projects in Python.",FA25-ENGRD-2720-2,"[""ja679"", ""ja679"", ""ja679"", ""ja679""]",,1.0,4,True,MATH 1920 and either CS 1110 or CS 1112. Corequisite: MATH 2940.,FA25,ENGRD,Data Science for Engineers,Data Science for Engineers,4.0,4.0
1006,,MATH 1006,2025-08-17T20:38:24.910677,"Reviews material presented in MATH 1106 lectures and provides further instruction for students who need reinforcement, including problem-solving techniques and tips as well as prelim review.  Not a substitute for attending MATH 1106 lectures or discussions. Students should contact their college for the most up-to-date information regarding if and how credits for this course will count toward graduation, and/or be considered regarding academic standing.",FA25-MATH-1006-1,"[""ag2537"", ""ag2537""]",,0.0,0,False,,FA25,MATH,Academic Support for MATH 1106,Academic Support for MATH 1106,1.0,1.0
1011,,MATH 1011,2025-08-17T20:38:24.910685,"Reviews material presented in MATH 1110 lectures and provides further instruction for students who need reinforcement, including problem-solving techniques and tips as well as prelim review. Not a substitute for attending MATH 1110 lectures or discussions. Students should contact their college for the most up-to-date information regarding if and how credits for this course will count toward graduation, and/or be considered regarding academic standing.",FA25-MATH-1011-1,"[""ag2537"", ""ag2537""]",,0.0,0,False,,FA25,MATH,Academic Support for MATH 1110,Academic Support for MATH 1110,1.0,1.0
1101,,MATH 1101,2025-08-17T20:38:24.910696,"Introduces topics in calculus: limits, rates of change, definition of and techniques for finding derivatives, relative and absolute extrema, and applications. The calculus content of the course is similar to 1/3 of the content covered in MATH 1106 and MATH 1110. In addition, the course includes a variety of topics of algebra, with emphasis on the development of linear, power, exponential, logarithmic, and trigonometric functions. Because of the strong emphasis on graphing, students will have a better understanding of asymptotic behavior of these functions.",FA25-MATH-1101-1,"[""ddk62"", ""ddk62"", ""ddk62""]",,0.0,0,False,,FA25,MATH,Calculus Preparation,Calculus Preparation,2.0,2.0
1106,,MATH 1106,2025-08-17T20:38:24.910703,"The goal of this course is to give students a strong basis in quantitative skills needed in the life and social sciences. We will focus on modeling using fundamental concepts from calculus developed in the course, including derivatives, integrals, and introductory differential equations. Examples from the life sciences are used throughout the course, including predator-prey populations. We will discuss mathematical models describing the evolution of these populations, analyze quantitative and qualitative properties to make predictions about these populations, and discuss assumptions and limitations of these models. Derivatives and integrals will be covered with a more applied focus than in MATH 1110 or a typical high school calculus course. Students who plan to take more than one semester of calculus should take MATH 1110 rather than MATH 1106.",FA25-MATH-1106-1,"[""mes15"", ""mes15""]",,0.6,1,True,"three years of high school mathematics, including trigonometry and logarithms, or a precalculus course (e.g., MATH 1101). No prior knowledge of calculus is required.",FA25,MATH,Modeling with Calculus for the Life Sciences,Modeling with Calculus for the Life Sciences,4.0,4.0
1110,,MATH 1110,2025-08-17T20:38:24.910721,"MATH 1110 can serve as a one-semester introduction to calculus or as part of a two-semester sequence in which it is followed by MATH 1120. Topics include functions and graphs, limits and continuity, differentiation and integration of algebraic, trigonometric, inverse trig, logarithmic, and exponential functions; applications of differentiation, including graphing, max-min problems, tangent line approximation, implicit differentiation, and applications to the sciences; the mean value theorem; and antiderivatives, definite and indefinite integrals, the fundamental theorem of calculus, and the area under a curve.",FA25-MATH-1110-1,"[""zjc28"", ""vm429"", ""drf88"", ""vm429"", ""drf88"", ""rc46"", ""acv42"", ""fw294"", ""rc46"", ""fw294"", ""sg2573"", ""gt285"", ""kpm85"", ""rmw263"", ""kpm85"", ""srs382"", ""cw2268"", ""cw2268""]",,0.7,1,True,"three years of high school mathematics, including trigonometry and logarithms, or a precalculus course (e.g., MATH 1101).",FA25,MATH,Calculus I,Calculus I,4.0,4.0
1120,,MATH 1120,2025-08-17T20:38:24.910734,"Focuses on integration: applications, including volumes and arc length; techniques of integration, approximate integration with error estimates, improper integrals, differential equations and their applications. Also covers infinite sequences and series: definition and tests for convergence, power series, Taylor series with remainder, and parametric equations.",FA25-MATH-1120-1,"[""ks2424"", ""sfq3"", ""sfq3"", ""jm882"", ""jm882"", ""mp2264"", ""mp2264""]",,0.6000000000000001,2,True,"MATH 1110, excellent performance in MATH 1106, or equivalent AP credit.",FA25,MATH,Calculus II,Calculus II,4.0,4.0
1300,,MATH 1300,2025-08-17T20:38:24.910746,For students who wish to experience how mathematical ideas naturally evolve. The course emphasizes ideas and imagination rather than techniques and calculations. Homework involves students in actively investigating mathematical ideas. Topics vary depending on the instructor. Some assessment through writing assignments.,FA25-MATH-1300-1,"[""mh688"", ""lab387""]",,0.0,0,False,,FA25,MATH,Mathematical Explorations,Mathematical Explorations,3.0,3.0
1710,,MATH 1710,2025-08-17T20:38:24.910752,"Introductory statistics course discussing techniques for analyzing data occurring in the real world and the mathematical and philosophical justification for these techniques. Topics include population and sample distributions, central limit theorem, statistical theories of point estimation, confidence intervals, testing hypotheses, the linear model, and the least squares estimator. The course concludes with a discussion of tests and estimates for regression and analysis of variance (if time permits). The computer is used to demonstrate some aspects of the theory, such as sampling distributions and the Central Limit Theorem. In the lab portion of the course, students learn and use computer-based methods for implementing the statistical methodology presented in the lectures.",FA25-MATH-1710-1,"[""mn66""]",,0.0,0,False,High school mathematics. No previous familiarity with computers presumed.,FA25,MATH,Statistical Theory and Application in the Real World,Statistical Theory and Application in the Real World,4.0,4.0
1890,,MATH 1890,2025-08-17T20:38:24.910763,"How can you use writing to solve mathematical problems? Or even to discover problems that are worth solving? This course revisits high school mathematics with the goal of learning how mathematicians think about math. We will use writing to probe familiar math problems as well as discover new ones, and we will refine our ability to communicate their solutions. Readings will include excerpts from Lang’s Basic Mathematics and works by Gelfand. (These are high school math textbooks written by mathematicians with research careers.) The class will culminate in a research project: you will use writing to develop, investigate, and present your progress on a problem.",FA25-MATH-1890-1,"[""rmw263""]",,0.0,0,False,,FA25,MATH,FWS: Writing in Mathematics,FWS: Writing in Mathematics,3.0,3.0
1910,,MATH 1910,2025-08-17T20:38:24.910791,"Essentially a second course in calculus and the first in a sequence designed for engineers that assumes familiarity with differential calculus at the level of MATH 1110. Topics include techniques of integration, finding areas and volumes by integration, exponential growth, partial fractions, infinite sequences and series, tests of convergence, and power series.",FA25-MATH-1910-1,"[""pd83"", ""cbp8"", ""kp588"", ""kp588""]",,0.29999999999999993,1,True,"Three years high school mathematics, including trigonometry and logarithms, and at least one course in differential and integral calculus (e.g., MATH 1110), or equivalent AP credit.",FA25,MATH,Calculus for Engineers,Calculus for Engineers,4.0,4.0
1920,,MATH 1920,2025-08-17T20:38:24.910818,"Introduction to multivariable calculus. Topics include partial derivatives, double and triple integrals, line and surface integrals, vector fields, Green's theorem, Stokes' theorem, and the divergence theorem.",FA25-MATH-1920-1,"[""mdk35"", ""kd288"", ""kd288"", ""bed47""]",,0.6000000000000001,1,True,MATH 1910 or equivalent AP credit.,FA25,MATH,Multivariable Calculus for Engineers,Multivariable Calculus for Engineers,4.0,4.0
2210,,MATH 2210,2025-08-17T20:38:24.910833,"An introduction to linear algebra for students who plan to major or minor in mathematics or a related field. Topics include vector algebra, linear transformations, matrices, determinants, orthogonality, eigenvalues, and eigenvectors. Applications are made to linear differential or difference equations. Lectures will introduce students to formal proofs, and students will be required to produce some proofs in their homework and on exams. For a more applied version of this course, see MATH 2310.",FA25-MATH-2210-1,"[""an667"", ""an667"", ""xc46"", ""xc46""]",,0.6000000000000001,2,True,"MATH 1110-MATH 1120 with high performance, equivalent AP credit, or permission of department.",FA25,MATH,Linear Algebra,Linear Algebra,4.0,4.0
2220,,MATH 2220,2025-08-17T20:38:24.910847,"An introduction to multivariable calculus for students who plan to major or minor in mathematics or a related field. Topics include differential and integral calculus of functions in several variables, line and surface integrals as well as the theorems of Green, Stokes and Gauss.",FA25-MATH-2220-1,"[""jew13""]",,0.9,1,False,MATH 2210.,FA25,MATH,Multivariable Calculus,Multivariable Calculus,4.0,4.0
2230,,MATH 2230,2025-08-17T20:38:24.910858,"Designed for students who have been extremely successful in their previous calculus courses and for whom the notion of solving very hard problems and writing careful proofs is highly appealing, MATH 2230-MATH 2240 provides an integrated treatment of linear algebra and multivariable calculus at a higher theoretical level than in MATH 2210-MATH 2220. Topics covered in MATH 2230 include vectors, matrices, and linear transformations; differential calculus of functions of several variables; inverse and implicit function theorems; quadratic forms, extrema, and manifolds; multiple and iterated integrals.",FA25-MATH-2230-1,"[""rs73""]",,0.6000000000000001,2,True,"MATH 1110-MATH 1120 with a grade of A- or better, equivalent AP credit, or permission of instructor.",FA25,MATH,Theoretical Linear Algebra and Calculus,Theoretical Linear Algebra and Calculus,5.0,5.0
2310,,MATH 2310,2025-08-17T20:38:24.910870,"An introduction to linear algebra for students interested in applications to data science. The course diverges from traditional linear algebra courses by emphasizing data science applications while teaching similar concepts. Key topics include matrices as data tables, high-dimensional datasets, singular value decomposition for data compression, and linear transformations in computer graphics. Students who take MATH 2310 may need more foundational coursework before pursuing further study in mathematics.",FA25-MATH-2310-1,"[""ajt253"", ""ajt253"", ""ajt253"", ""ajt253""]",,0.6000000000000001,2,True,"MATH 1106, MATH 1110, or equivalent AP credit.",FA25,MATH,Linear Algebra for Data Science,Linear Algebra for Data Science,4.0,4.0
2930,,MATH 2930,2025-08-17T20:38:24.910884,"An introduction to ordinary and partial differential equations. Topics include first-order equations (separable, linear, homogeneous, exact); mathematical modeling (e.g., population growth, terminal velocity); qualitative methods (slope fields, phase plots, equilibria and stability); numerical methods; second-order equations (method of undetermined coefficients, application to oscillations and resonance, boundary-value problems and eigenvalues); and Fourier series. A substantial part of this course involves partial differential equations, such as the heat equation, the wave equation, and Laplace's equation. MATH 2930 and MATH 2940 are independent and can be taken in either order; they should not be taken in the same semester.",FA25-MATH-2930-1,"[""seo34"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32"", ""hr32""]",,0.9,1,False,MATH 1920.,FA25,MATH,Differential Equations for Engineers,Differential Equations for Engineers,4.0,4.0
2940,,MATH 2940,2025-08-17T20:38:24.910895,"Linear algebra and its applications. Topics include matrices, determinants, vector spaces, eigenvalues and eigenvectors, orthogonality and inner product spaces. Applications include brief introductions to difference equations, Markov chains, and systems of linear ordinary differential equations. May include computer use in solving problems. MATH 2930 and MATH 2940 are independent and can be taken in either order; they should not be taken in the same semester.",FA25-MATH-2940-1,"[""am3435"", ""ma735""]",,0.9,1,False,MATH 1920.,FA25,MATH,Linear Algebra for Engineers,Linear Algebra for Engineers,4.0,4.0
3040,,MATH 3040,2025-08-17T20:38:24.910905,"A useful course for students who wish to improve their skills in mathematical proof and exposition, or who intend to study more advanced topics in mathematics. The methodology of proof provides a central tool for confirming the validity of mathematical assertions, functioning much as the experimental method does in the physical sciences. We will study various methods of mathematical proof, starting with basic techniques in propositional and predicate calculus and in set theory and combinatorics, then moving to applications and illustrations of these via topics in one or more of the three main pillars of mathematics: algebra, analysis, and geometry. Because cogent communication of mathematical ideas is important in the presentation of proofs, the course emphasizes clear, concise exposition.",FA25-MATH-3040-1,"[""an17""]",,0.6000000000000001,4,True,"MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",FA25,MATH,Prove It!,Prove It!,4.0,4.0
3110,,MATH 3110,2025-08-17T20:38:24.910918,"Provides a transition from calculus to real analysis. Topics include rigorous treatment of fundamental concepts in calculus: including limits and convergence of sequences and series, compact sets; continuity, uniform continuity and differentiability of functions. Emphasis is placed upon understanding and constructing mathematical proofs.",FA25-MATH-3110-1,"[""trr22"", ""trr22""]",,0.29999999999999993,7,True,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",FA25,MATH,Introduction to Analysis,Introduction to Analysis,4.0,4.0
3210,,MATH 3210,2025-08-17T20:38:24.910934,"A manifold is a type of subset of Euclidean space that has a well-defined tangent space at every point. Such a set is amenable to the methods of multivariable calculus. After reviewing some relevant calculus, this course investigates manifolds and the structures they are endowed with, such as tangent vectors, boundaries, orientations, and differential forms. The notion of a differential form encompasses such ideas as area forms and volume forms, the work exerted by a force, the flow of a fluid, and the curvature of a surface, space or hyperspace. We re-examine the integral theorems of vector calculus (Green, Gauss, and Stokes) in the light of differential forms and apply them to problems in partial differential equations, topology, fluid mechanics, and electromagnetism.",FA25-MATH-3210-1,"[""dmb14"", ""dmb14""]",,0.29999999999999993,7,True,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",FA25,MATH,Manifolds and Differential Forms,Manifolds and Differential Forms,4.0,4.0
3270,,MATH 3270,2025-08-17T20:38:24.910951,"A one-semester introduction to the theory and techniques of ordinary differential equations. Topics may include first-order and second-order differential equations, systems of linear differential equations, initial-value and two-point boundary-value problems, Sturm-Liouville theory, Sturm oscillation and comparison theory, the basic existence and uniqueness theorems, series solutions, special functions, and Laplace transforms. Applications from science and engineering may be included at the instructor’s discretion.",FA25-MATH-3270-1,"[""tjh10""]",,0.29999999999999993,7,True,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",FA25,MATH,Introduction to Ordinary Differential Equations,Introduction to Ordinary Differential Equations,3.0,3.0
3320,,MATH 3320,2025-08-17T20:38:24.910978,"An introductory course on number theory, the branch of algebra that studies the deeper properties of integers and their generalizations. Usually includes most of the following topics: the Euclidean algorithm, continued fractions, Pythagorean triples, Diophantine equations such as Pell's equation, congruences, quadratic reciprocity, binary quadratic forms, Gaussian integers, and factorization in quadratic number fields. May include a brief introduction to Fermat's Last Theorem.",FA25-MATH-3320-1,"[""npt27"", ""npt27""]",,0.6000000000000001,4,True,"MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",FA25,MATH,Introduction to Number Theory,Introduction to Number Theory,4.0,4.0
4040,,MATH 4040,2025-08-17T20:38:24.911001,"Basic problem-solving techniques and strategies for contest problems. Contest problems differ from standard mathematical instruction in that they are ""contextless"": the problem does not tell you which field it is in and sometimes goes to great lengths to disguise it. Understanding how to solve contest problems has applications to research, where knowing how to work with unknown concepts, how to attack a problem fluidly from the perspective of multiple fields, and different tricks for simplifying problems is extremely useful. This course will cover topics that appear in standard competitions (e.g., the Putnam exam), including combinatorics, number theory, geometry, and calculus. It will also teach strategies for understanding and attacking problems, more advanced proof techniques, and effective proof writing.",FA25-MATH-4040-1,"[""iiz5""]",,0.29999999999999993,7,True,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",FA25,MATH,"Patterns, Proofs, and Problems","Patterns, Proofs, and Problems",4.0,4.0
4130,,MATH 4130,2025-08-17T20:38:24.911027,"Introduction to the rigorous theory underlying calculus, covering the real number system and functions of one variable. Topics typically include construction of the real number system, properties of the real number system, continuous functions, differential and integral calculus of functions of one variable, sequences and series of functions. Based entirely on proofs. The student is expected to know how to read and, to some extent, construct proofs before taking this course. More experience with proofs may be gained by first taking a 3000-level MATH course.",FA25-MATH-4130-1,"[""rs73"", ""rs73"", ""xz636"", ""xz636""]",,0.29999999999999993,7,True,"high level of performance in a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",FA25,MATH,Honors Introduction to Analysis I,Honors Introduction to Analysis I,4.0,4.0
4220,,MATH 4220,2025-08-17T20:38:24.911055,"Covers complex variables, Fourier transforms, Laplace transforms and applications to partial differential equations. Additional topics may include an introduction to generalized functions. Students will be expected to be comfortable writing proofs. More experience with proofs may be gained by first taking a 3000-level MATH course. Undergraduates who plan to attend graduate school in mathematics should take MATH 4180 rather than MATH 4220.",FA25-MATH-4220-1,"[""cc2938""]",,0.29999999999999993,7,True,"a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",FA25,MATH,Applied Complex Analysis,Applied Complex Analysis,3.0,3.0
4250,,MATH 4250,2025-08-17T20:38:24.911081,"Introduction to the fundamentals of numerical analysis: error analysis, approximation, interpolation, and numerical integration. In the second half of the course, we use these to build approximate solvers for ordinary and partial differential equations. Strong emphasis is placed on understanding the advantages, disadvantages, and limits of applicability for all the covered techniques. Computer programming is used to test the theoretical concepts throughout the course. Students will be expected to be comfortable writing proofs and have knowledge of programming. MATH 4250/CS 4210 and MATH 4260/CS 4220 can be taken independently from each other and in either order. Together they provide a comprehensive introduction to numerical analysis.",FA25-MATH-4250-1,"[""ajt253"", ""ajt253""]",,0.6000000000000001,5,True,"MATH 2210, MATH 2230-MATH 2240, MATH 2310, or MATH 2940 or equivalent and one additional mathematics course numbered 3000 or above.",FA25,MATH,Numerical Analysis and Differential Equations,Numerical Analysis and Differential Equations,4.0,4.0
4310,,MATH 4310,2025-08-17T20:38:24.911106,"Introduction to linear algebra, including the study of vector spaces, linear transformations, matrices, and systems of linear equations. Additional topics include quadratic forms and inner product spaces, canonical forms for various classes of matrices and linear transformations. Students will be expected to be comfortable writing proofs. More experience with proofs may be gained by first taking a 3000-level MATH course. Undergraduates who plan to attend graduate school in mathematics should take MATH 4330 instead of MATH 4310.",FA25-MATH-4310-1,"[""ai324"", ""ai324"", ""ai324""]",,0.6000000000000001,4,True,"MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",FA25,MATH,Linear Algebra,Linear Algebra,4.0,4.0
4330,,MATH 4330,2025-08-17T20:38:24.912186,"Honors version of a course in advanced linear algebra, which treats the subject from an abstract and axiomatic viewpoint. Topics include vector spaces, linear transformations, polynomials, determinants, tensor and wedge products, canonical forms, inner product spaces, and bilinear forms. Emphasis is on understanding the theory of linear algebra; homework and exams include at least as many proofs as computational problems. Strong proficiency in writing proofs is expected. More experience with proofs may be gained by first taking a 3000-level MATH course. MATH 4330-MATH 4340 is recommended for undergraduates who plan to attend graduate school in mathematics. For a less theoretical course that covers approximately the same subject matter as MATH 4330, see MATH 4310.",FA25-MATH-4330-1,"[""ebs22"", ""ebs22""]",,0.6000000000000001,4,True,"high level of performance in MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",FA25,MATH,Honors Linear Algebra,Honors Linear Algebra,4.0,4.0
4370,,MATH 4370,2025-08-17T20:38:24.912222,"Introduction to algebraic geometry and computational algebra. Students will learn how to compute a Gröbner basis for polynomials in many variables. Covers the following applications: solving systems of polynomial equations in many variables, solving diophantine equations in many variables, 3-colorable graphs, and integer programming. Such applications arise, for example, in computer science, engineering, economics, and physics. Students will be expected to be comfortable writing proofs. More experience with proofs may be gained by first taking a 3000-level MATH course.",FA25-MATH-4370-1,"[""dmb14""]",,0.6000000000000001,4,True,"MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",FA25,MATH,Computational Algebra,Computational Algebra,3.0,3.0
