catalogNbr,coreq_text,created_at,description,id,instructors,outcomes,prereq_confidence,prereq_courses_mentioned,prereq_has_complex_logic,prereq_text,roster,subject,title,titleShort,unitsMax,unitsMin
6817,,2025-08-17T17:19:40.433177,"This course will focus on the 'Analysis of Boolean Functions' with the objective to unravel properties of Boolean functions by studying their Fourier spectra. The harmonic analysis of Boolean functions has become a powerful tool in theoretical computer science, leading to groundbreaking results in various areas such as social choice theory, hardness of approximation, learning theory, pseudorandomness, property testing and circuit complexity. In fact, the tools developed in this area have found key applications beyond computer science, in particular leading to key developments in areas of random graphs, statistical physics, combinatorics and metric spaces. The course will aim to provide an in-depth introduction to this field of study.",SP25-CS-6817,"[""Eshan Chattopadhyay"", ""Amy Elser""]",,0.95,1,False,Prerequisite: CS 4820.,SP25,CS,Special Topics in Complexity Theory,Topics in Complexity Theory,0,0
7090,,2025-08-17T17:19:40.433189,Weekly meeting for the discussion and study of important topics in the field.,SP25-CS-7090,"[""Lorenzo Alvisi""]",,,,,,SP25,CS,Computer Science Colloquium,Computer Science Colloquium,0,0
7190,,2025-08-17T17:19:40.433192,"The Programming Languages Discussion Group meets weekly to discuss papers in the area of programming languages, program analysis, and compilers. The goal is to encourage interactions and discussions between students, researchers, and faculty with interests in this area. The seminar is open to everybody interested in languages and compilers. First-year and second-year students are especially encouraged to participate.",SP25-CS-7190,"[""Adrian Sampson""]",,0.6000000000000001,1,True,Prerequisite: CS 6110 or permission of instructor.,SP25,CS,Seminar in Programming Languages,Sem in Prog Lang and Compilers,0,0
7290,,2025-08-17T17:19:40.433207,"Talks on various methods in scientific computing, the analysis of their convergence properties and computational efficiency, and their adaptation to specific applications.",SP25-CS-7290,"[""Alex Townsend"", ""Anil Damle""]",,,,,,SP25,CS,Seminar on Scientific Computing and Numerics,Scientific Computing Seminar,0,0
7390,,2025-08-17T17:19:40.433211,The database seminar is the weekly meeting of students and faculty interested in data management and data mining at Cornell. We typically discuss one or two papers on related topics per session. We focus on recent and seminal papers of general interest.,SP25-CS-7390,"[""Sainyam Galhotra"", ""Immanuel Trummer""]",,,,,,SP25,CS,Database Seminar,Seminar in Database Systems,0,0
7490,,2025-08-17T17:19:40.433214,"The Systems Research Seminar discusses recent, interesting papers in the systems area, broadly defined to span operating systems, distributed systems, networking, architecture, databases, security, and programming languages. The goal is to foster technical discussions among the Cornell systems research community.",SP25-CS-7490,"[""Alex Conway"", ""Lorenzo Alvisi""]",,,,,,SP25,CS,Systems Research Seminar,Syst Res Seminar,0,0
7690,,2025-08-17T17:19:40.433217,The Graphics/Vision Research Seminar discusses recent research in the areas of computer graphics and computer vision. The goal is to foster technical discussions and collaboration among the Cornell graphics and vision research community.,SP25-CS-7690,"[""Bharath Hariharan"", ""Noah Snavely"", ""Steve Marschner"", ""Abe Davis""]",,,,,,SP25,CS,Computer Graphics and Vision Seminar,Graphics and Vision Seminar,0,0
7790,,2025-08-17T17:19:40.433221,"The AI seminar will meet weekly for lectures by graduate students, faculty, and researchers emphasizing work-in-progress and recent results in AI research.",SP25-CS-7790,"[""Kilian Weinberger""]",,,,,,SP25,CS,Seminar in Artificial Intelligence,Seminar in Artificial Intell.,0,0
7794,,2025-08-17T17:19:40.433224,"This course, the NLP seminar, is a weekly meeting for people currently or soon to be actively doing research in NLP. (Students simply looking to learn more about NLP should not enroll, but should take one of our lecture courses instead.) One participant leads discussion each week, either of a recently published paper or of their own work in progress.",SP25-CS-7794,"[""Marten van Schijndel"", ""Yoav Artzi"", ""Lillian Lee""]",,,,,,SP25,CS,Seminar in Natural Language Understanding,Sem in Natural Lang Understndg,0,0
7796,,2025-08-17T17:19:40.433228,Informal seminar in which current topics in robotics are discussed.,SP25-CS-7796,"[""Kuan Fang"", ""Sanjiban Choudhury"", ""Tapomayukh Bhattacharjee""]",,,,,,SP25,CS,Robotics Seminar,Robotics Seminar,0,0
7890,,2025-08-17T17:19:40.433231,"The theory seminar will meet weekly for lectures by graduate students, faculty, and researchers emphasizing work-in-progress and recent results related to theory of computing.",SP25-CS-7890,"[""Noah Stephens-Davidowitz"", ""Eshan Chattopadhyay""]",,,,,,SP25,CS,Seminar in Theory of Algorithms and Computing,Sem Theory of Alg & Comp,0,0
7999,,2025-08-17T17:19:40.433247,Independent research for CS PhD students who have not yet passed their A-exam.,SP25-CS-7999,"[""Ziv Scully"", ""Thijs Roumen"", ""Christina Yu"", ""Francesca Parise"", ""Walker White"", ""Adrian Sampson"", ""Thorsten Joachims"", ""Alexander Rush"", ""Yoav Artzi"", ""Nicki Dell"", ""Christopher De Sa"", ""Thomas Ristenpart"", ""Rene Kizilcec"", ""Alexandra Silva"", ""Michael Clarkson"", ""Eva Tardos"", ""Raaz Dwivedi"", ""Rafael Pass"", ""Ken Birman"", ""Andrew Myers"", ""Harald Haraldsson"", ""Mark Campbell"", ""Kevin Ellis"", ""Phoebe Sengers"", ""Mark Wilde"", ""Vitaly Shmatikov"", ""Anne Bracy"", ""Kilian Weinberger"", ""Guy Hoffman"", ""Wendy Ju"", ""Cristian Danescu-Niculescu-Mizil"", ""Ahmed El Alaoui"", ""Carla Gomes"", ""Haym Hirsh"", ""Justin Hsu"", ""Mert Sabuncu"", ""Serge Belongie"", ""Nicholas Spooner"", ""Joe Halpern"", ""Michael Kim"", ""Steve Marschner"", ""David Albonesi"", ""Owolabi Legunsen"", ""Jose Martinez"", ""Katya Scheinberg"", ""Tapomayukh Bhattacharjee"", ""Kavita Bala"", ""Shimon Edelman"", ""Rachit Agarwal"", ""Abe Davis"", ""Ramin Zabih"", ""Hakim Weatherspoon"", ""Udit Gupta"", ""Alex Conway"", ""Silvia Ferrari"", ""Jon Kleinberg"", ""Nate Foster"", ""Volodymyr Kuleshov"", ""Immanuel Trummer"", ""Christopher Batten"", ""Alex Townsend"", ""Emaad Manzoor"", ""Daniel Lee"", ""Sarah Dean"", ""Malte Jung"", ""Fengqi You"", ""Matthew Eichhorn"", ""Emma Pierson"", ""Nikhil Garg"", ""Hadas Kress-Gazit"", ""Sainyam Galhotra"", ""Lillian Lee"", ""Qian Yang"", ""Giulia Guidi"", ""Anil Damle"", ""Karthik Sridharan"", ""Anil Nerode"", ""Fred Schneider"", ""Ari Juels"", ""Bart Selman"", ""Wen Sun"", ""David Matteson"", ""Mohamed Abdelfattah"", ""Robbert VanRenesse"", ""Allison Koenecke"", ""Noah Stephens-Davidowitz"", ""Deborah Estrin"", ""Paul Golz"", ""Kirstin Petersen"", ""A. Kevin Tang"", ""David Mimno"", ""Kuan Fang"", ""David Shmoys"", ""Robert Kleinberg"", ""Noah Snavely"", ""Aaron Wagner"", ""Mor Naaman"", ""Dexter Kozen"", ""Shiri Azenkot"", ""Tapan Parikh"", ""Claire Cardie"", ""Rajalakshmi Nandakumar"", ""Florentina Bunea"", ""Haiyuan Yu"", ""Francois Guimbretiere"", ""Zhiru Zhang"", ""Rachee Singh"", ""Kristina Monakhova"", ""Ziv Goldfeld"", ""David Bindel"", ""Donald Greenberg"", ""Jayadev Acharya"", ""David Williamson"", ""Stephen Wicker"", ""Saikat Dutta"", ""Sid Banerjee"", ""Lorenzo Alvisi"", ""Eshan Chattopadhyay"", ""Bharath Hariharan"", ""Tanya Goyal"", ""Marten van Schijndel"", ""Anke van Zuylen"", ""Tanzeem Choudhury"", ""Nathan Kallus"", ""Cheng Zhang"", ""Angelique Taylor"", ""Sanjiban Choudhury""]",,,,,,SP25,CS,Independent Research,Independent Research,0,0
1006,,2025-08-17T17:19:40.433250,"Reviews material presented in MATH 1106 lectures, provides problem-solving techniques and tips as well as prelim review. Provides further instruction for students who need reinforcement. Not a substitute for attending MATH 1106 lectures or discussions.",SP25-MATH-1006,"[""Doug Knowles""]",,0.95,1,False,Corequisite: MATH 1106.,SP25,MATH,Academic Support for MATH 1106,Academic Support for Math 1106,0,0
1011,,2025-08-17T17:19:40.433255,"Reviews material presented in MATH 1110 lectures, provides problem-solving techniques and tips as well as prelim review. Provides further instruction for students who need reinforcement. Not a substitute for attending MATH 1110 lectures or discussions.",SP25-MATH-1011,"[""Doug Knowles""]",,0.95,1,False,Corequisite: MATH 1110.,SP25,MATH,Academic Support for MATH 1110,Academic Support for Math 1110,0,0
1012,,2025-08-17T17:19:40.433259,"Reviews material presented in MATH 1120 lectures, provides problem-solving techniques and tips as well as prelim review. Provides further instruction for students who need reinforcement. Not a substitute for attending MATH 1120 lectures or discussions.",SP25-MATH-1012,"[""Melanie Fraser""]",,0.95,1,False,Corequisite: MATH 1120.,SP25,MATH,Academic Support for MATH 1120,Academic Support for Math 1120,0,0
1021,,2025-08-17T17:19:40.433263,"Reviews material presented in MATH 2210 lectures, provides problem-solving techniques and tips as well as prelim review. Provides further instruction for students who need reinforcement. Not a substitute for attending MATH 2210 lectures or discussions.",SP25-MATH-1021,"[""Melanie Fraser""]",,0.95,1,False,Corequisite: MATH 2210.,SP25,MATH,Academic Support for MATH 2210,Academic Support for MATH 2210,0,0
1106,,2025-08-17T17:19:40.433267,"The goal of this course is to give students a strong basis in some quantitative skills needed in the life and social sciences. There will be an emphasis on modeling, using fundamental concepts from calculus developed in the course, including: derivatives, integrals, and introductory differential equations. Examples from the life sciences are used throughout the course. To give a concrete example, we will study predator-prey populations. We will write down mathematical models that describe the evolution of these populations, analyze both quantitative and qualitative properties to make predictions about the future of these populations, and discuss the assumptions and limitations of the models. Note that while we will cover the topics of derivatives and integrals, this course has a different, much more applied, focus from courses such as MATH 1110 or a typical high school calculus course.",SP25-MATH-1106,"[""Marie MacDonald"", ""Kelly Pohland""]",,,,,,SP25,MATH,Modeling with Calculus for the Life Sciences,Modeling with Calculus,0,0
1110,,2025-08-17T17:19:40.433271,"Topics include functions and graphs, limits and continuity, differentiation and integration of algebraic, trigonometric, inverse trig, logarithmic, and exponential functions; applications of differentiation, including graphing, max-min problems, tangent line approximation, implicit differentiation, and applications to the sciences; the mean value theorem; and antiderivatives, definite and indefinite integrals, the fundamental theorem of calculus, and the area under a curve.",SP25-MATH-1110,"[""Yael Eisenberg"", ""Kihoon Seong"", ""Harry Fluck"", ""Anton Mosunov"", ""Mary Ann Huntley"", ""Hosea Wondo""]",,,,,,SP25,MATH,Calculus I,Calculus I,0,0
1120,,2025-08-17T17:19:40.433275,"Focuses on integration: applications, including volumes and arc length; techniques of integration, approximate integration with error estimates, improper integrals, differential equations and their applications. Also covers infinite sequences and series: definition and tests for convergence, power series, Taylor series with remainder, and parametric equations.",SP25-MATH-1120,"[""Ajeet Kumar"", ""Luke Serafin"", ""Irena Peeva"", ""Gabriella Torres Nothaft"", ""Mikolaj Sierzega""]",,0.6000000000000001,2,True,"Prerequisite: MATH 1110, excellent performance in MATH 1106, or equivalent AP credit.",SP25,MATH,Calculus II,Calculus II,0,0
1340,,2025-08-17T17:19:40.433306,We apply mathematical reasoning to problems arising in the social sciences. We discuss game theory and its applications to questions of governing and the analysis of political conflicts. The problem of finding fair election procedures to choose among three or more alternatives is analyzed.,SP25-MATH-1340,"[""Matthew Haulmark""]",,,,,,SP25,MATH,"Strategy, Cooperation, and Conflict","Strategy, Cooperation&Conflict",0,0
1910,,2025-08-17T17:19:40.433309,"Essentially a second course in calculus. Topics include techniques of integration, finding areas and volumes by integration, exponential growth, partial fractions, infinite sequences and series, tests of convergence, and power series.",SP25-MATH-1910,"[""Timothy Healey""]",,,,,,SP25,MATH,Calculus for Engineers,Calculus for Engineers,0,0
1920,,2025-08-17T17:19:40.433313,"Introduction to multivariable calculus. Topics include partial derivatives, double and triple integrals, line and surface integrals, vector fields, Green's theorem, Stokes' theorem, and the divergence theorem.",SP25-MATH-1920,"[""Kelly Delp"", ""Sergio Chaves""]",,0.6000000000000001,1,True,Prerequisite: MATH 1910 or equivalent AP credit.,SP25,MATH,Multivariable Calculus for Engineers,Multivariable Calculus Engrs,0,0
2210,,2025-08-17T17:19:40.433331,"Topics include vector algebra, linear transformations, matrices, determinants, orthogonality, eigenvalues, and eigenvectors. Applications are made to linear differential or difference equations. The lectures introduce students to formal proofs. Students are required to produce some proofs in their homework and on exams.",SP25-MATH-2210,"[""Benjamin Dozier""]",,0.6000000000000001,2,True,"Prerequisite: MATH 1110-MATH 1120 with high performance, equivalent AP credit, or permission of department.",SP25,MATH,Linear Algebra,Linear Algebra,0,0
2220,,2025-08-17T17:19:40.433362,"Differential and integral calculus of functions in several variables, line and surface integrals as well as the theorems of Green, Stokes, and Gauss.",SP25-MATH-2220,"[""Justin Moore""]",,0.95,1,False,Prerequisite: MATH 2210.,SP25,MATH,Multivariable Calculus,Multivariable Calculus,0,0
2240,,2025-08-17T17:19:40.433380,"Topics include vector fields; line integrals; differential forms and exterior derivative; work, flux, and density forms; integration of forms over parametrized domains; and Green's, Stokes', and divergence theorems.",SP25-MATH-2240,"[""Jason Manning""]",,0.95,1,False,Prerequisite: MATH 2230.,SP25,MATH,Theoretical Linear Algebra and Calculus,Theory:Linear Algebra/Calculus,0,0
2310,,2025-08-17T17:19:40.433401,"An introduction to linear algebra for students interested in applications to data science. The course diverges from traditional linear algebra courses by emphasizing data science applications while teaching similar concepts. Key topics include matrices as data tables, high-dimensional datasets, singular value decomposition for data compression, and linear transformations in computer graphics.",SP25-MATH-2310,"[""Alex Townsend""]",,0.6000000000000001,2,True,"Prerequisite: MATH 1106, MATH 1110, or equivalent AP credit.",SP25,MATH,Linear Algebra for Data Science,Linear Algebra for DataScience,0,0
2930,,2025-08-17T17:19:40.433432,"Introduction to ordinary and partial differential equations. Topics include: first-order equations (separable, linear, homogeneous, exact); mathematical modeling (e.g., population growth, terminal velocity); qualitative methods (slope fields, phase plots, equilibria, and stability); numerical methods; second-order equations (method of undetermined coefficients, application to oscillations and resonance, boundary-value problems and eigenvalues); and Fourier series. A substantial part of this course involves partial differential equations, such as the heat equation, the wave equation, and Laplace's equation. (This part must be present in any outside course being considered for transfer credit to Cornell as a substitute for MATH 2930.)",SP25-MATH-2930,"[""David Freund""]",,0.95,1,False,Prerequisite: MATH 1920.,SP25,MATH,Differential Equations for Engineers,Differential Equations Engrs,0,0
2940,,2025-08-17T17:19:40.433450,"Linear algebra and its applications. Topics include: matrices, determinants, vector spaces, eigenvalues and eigenvectors, orthogonality and inner product spaces; applications include brief introductions to difference equations, Markov chains, and systems of linear ordinary differential equations. May include computer use in solving problems.",SP25-MATH-2940,"[""Frans Schalekamp""]",,0.95,1,False,Prerequisite: MATH 1920.,SP25,MATH,Linear Algebra for Engineers,Linear Algebra for Engineers,0,0
3040,,2025-08-17T17:19:40.433469,"In mathematics, the methodology of proof provides a central tool for confirming the validity of mathematical assertions, functioning much as the experimental method does in the physical sciences. In this course, students learn various methods of mathematical proof, starting with basic techniques in propositional and predicate calculus and in set theory and combinatorics, and then moving to applications and illustrations of these via topics in one or more of the three main pillars of mathematics: algebra, analysis, and geometry. Since cogent communication of mathematical ideas is important in the presentation of proofs, the course emphasizes clear, concise exposition.",SP25-MATH-3040,"[""Anil Nerode"", ""Inhyeok Choi""]",,0.4000000000000001,4,True,"Prerequisite: MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",SP25,MATH,Prove It!,Prove It!,0,0
3110,,2025-08-17T17:19:40.433532,"Provides a transition from calculus to real analysis. Topics include rigorous treatment of fundamental concepts in calculus: including limits and convergence of sequences and series, compact sets; continuity, uniform continuity and differentiability of functions. Emphasis is placed upon understanding and constructing mathematical proofs.",SP25-MATH-3110,"[""Timothy Riley""]",,0.1,7,True,"Prerequisite: a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",SP25,MATH,Introduction to Analysis,Introduction to Analysis,0,0
3320,,2025-08-17T17:19:40.433643,"An introductory course on number theory, the branch of algebra that studies the deeper properties of integers and their generalizations. Usually includes most of the following topics: the Euclidean algorithm, continued fractions, Pythagorean triples, Diophantine equations such as Pell's equation, congruences, quadratic reciprocity, binary quadratic forms, Gaussian integers, and factorization in quadratic number fields. May include a brief introduction to Fermat's Last Theorem.",SP25-MATH-3320,"[""Dan Barbasch""]",,0.4000000000000001,4,True,"Prerequisite: MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",SP25,MATH,Introduction to Number Theory,Introduction to Number Theory,0,0
3340,,2025-08-17T17:19:40.433706,"An introduction to structures of abstract algebra, including groups, rings, fields, factorization of polynomials and integers, congruences, and the structure of finite abelian groups. Additional topics include modules over Euclidean domain and Sylow theorems.",SP25-MATH-3340,"[""Rachel Webb""]",,0.4000000000000001,4,True,"Prerequisite: MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",SP25,MATH,Abstract Algebra,Abstract Algebra,0,0
3360,,2025-08-17T17:19:40.433812,"Introduction to the concepts and methods of abstract algebra that are of interest in applications. Covers the basic theory of groups, rings and fields and their applications to such areas as public-key cryptography and error-correcting codes. Applications include the RSA cryptosystem and use of finite fields to construct error-correcting codes. Topics include elementary number theory, Euclidean algorithm, prime factorization, congruences, theorems of Fermat and Euler, elementary group theory, Chinese remainder theorem, factorization in the ring of polynomials, and classification of finite fields.",SP25-MATH-3360,"[""Karola Meszaros""]",,0.4000000000000001,4,True,"Prerequisite: MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",SP25,MATH,Applicable Algebra,Applicable Algebra,0,0
4030,,2025-08-17T17:19:40.433894,"Development of mathematics from Babylon and Egypt and the Golden Age of Greece through its nineteenth century renaissance in the Paris of Cauchy and Lagrange and the Berlin of Weierstrass and Riemann. Covers basic algorithms underlying algebra, analysis, number theory, and geometry in historical order. Theorems and exercises cover the impossibility of duplicating cubes and trisecting angles, which regular polygons can be constructed by ruler and compass, the impossibility of solving the general fifth degree algebraic equation by radicals, the transcendence of pi. Students give presentations from original sources over 5000 years of mathematics.",SP25-MATH-4030,"[""Anil Nerode""]",,1.0,0,True,"Prerequisite: two mathematics courses above 3000, or permission of instructor.",SP25,MATH,History of Mathematics,History of Mathematics,0,0
4130,,2025-08-17T17:19:40.433900,"Introduction to the rigorous theory underlying calculus, covering the real number system and functions of one variable. Based entirely on proofs. The student is expected to know how to read and, to some extent, construct proofs before taking this course. Topics typically include construction of the real number system, properties of the real number system, continuous functions, differential and integral calculus of functions of one variable, sequences and series of functions.",SP25-MATH-4130,"[""Slawomir Solecki""]",,0.1,7,True,"Prerequisite: high level of performance in a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",SP25,MATH,Honors Introduction to Analysis I,Honors Intro Analysis I,0,0
4140,,2025-08-17T17:19:40.434029,"Proof-based introduction to further topics in analysis. Topics may include the Lebesgue measure and integration, functions of several variables, differential calculus, implicit function theorem, infinite dimensional normed and metric spaces, Fourier series, ordinary differential equations.",SP25-MATH-4140,"[""Xin Zhou""]",,0.95,1,False,Prerequisite: MATH 4130.,SP25,MATH,Honors Introduction to Analysis II,Honors Intro Analysis II,0,0
4180,,2025-08-17T17:19:40.434052,"Theoretical and rigorous introduction to complex variable theory. Topics include complex numbers, differential and integral calculus for functions of a complex variable including Cauchy's theorem and the calculus of residues, elements of conformal mapping.",SP25-MATH-4180,"[""Chun Pong Chu""]",,0.4000000000000001,4,True,"Prerequisite: MATH 2230-MATH 2240, MATH 3110, or MATH 4130, or permission of instructor.",SP25,MATH,Complex Analysis,Complex Analysis,0,0
4200,,2025-08-17T17:19:40.434135,"Covers ordinary differential equations in one and higher dimensions: qualitative, analytic, and numerical methods. Emphasis is on differential equations as models and the implications of the theory for the behavior of the system being modeled and includes an introduction to bifurcations.",SP25-MATH-4200,"[""John Hubbard""]",,0.1,7,True,"Prerequisite: a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",SP25,MATH,Differential Equations and Dynamical Systems,Diff Eqs & Dynamical Systems,0,0
4260,,2025-08-17T17:19:40.434266,"Introduction to the fundamentals of numerical linear algebra: direct and iterative methods for linear systems, eigenvalue problems, singular value decomposition. In the second half of the course, the above are used to build iterative methods for nonlinear systems and for multivariate optimization. Strong emphasis is placed on understanding the advantages, disadvantages, and limits of applicability for all the covered techniques. Computer programming is required to test the theoretical concepts throughout the course.",SP25-MATH-4260,"[""Anil Damle""]",,0.4000000000000001,5,True,"Prerequisite: MATH 2210 or MATH 2940 or equivalent, knowledge of programming, CS 3220 or CS 4210/MATH 4250, or permission of the instructor. ",SP25,MATH,Numerical Analysis: Linear and Nonlinear Problems,Num Analysis: Lin&Nonlin Equat,0,0
4280,,2025-08-17T17:19:40.434373,"Topics are selected from first-order quasilinear equations, classification of second-order equations, with emphasis on maximum principles, existence, uniqueness, stability, Fourier series methods. Additional topics as time permits.",SP25-MATH-4280,"[""Alexander Vladimirsky""]",,0.6000000000000001,2,True,"Prerequisite: MATH 2930, MATH 3270, or equivalent.",SP25,MATH,Introduction to Partial Differential Equations,Intro Partial Diff Equations,0,0
4310,,2025-08-17T17:19:40.434432,"Introduction to linear algebra, including the study of vector spaces, linear transformations, matrices, and systems of linear equations. Additional topics are quadratic forms and inner product spaces, canonical forms for various classes of matrices and linear transformations.",SP25-MATH-4310,"[""Andreea Iorga""]",,0.4000000000000001,4,True,"Prerequisite: MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent.",SP25,MATH,Linear Algebra,Linear Algebra,0,0
4340,,2025-08-17T17:19:40.434517,"Honors version of a course in abstract algebra, which treats the subject from an abstract and axiomatic viewpoint, including universal mapping properties. Topics include groups, groups acting on sets, Sylow theorems; rings, Euclidean domains, factorization, structure theorem of finitely generated modules over a principal ideal domain; fields, root adjunction, finite fields, introduction to Galois theory. The course emphasizes understanding the theory with proofs in both homework and exams.",SP25-MATH-4340,"[""Martin Kassabov""]",,0.95,1,False,Prerequisite: MATH 4330.,SP25,MATH,Honors Introduction to Algebra,Honors Introduction to Algebra,0,0
4500,,2025-08-17T17:19:40.434545,"An introduction to a topic that is central to mathematics and important in physics and engineering. The objects of study are certain classes of matrices, such as orthogonal, unitary, or symplectic matrices. These classes have both algebraic structure (groups) and geometric/topological structure (manifolds). Thus the course will be a mixture of algebra and geometry/topology, with a little analysis as well. The topics will include Lie algebras (which are an extension of the notion of vector multiplication in three-dimensional space), the exponential mapping (a generalization of the exponential function of calculus), and representation theory (which studies the different ways in which groups can be represented by matrices). Concrete examples will be emphasized. Background not included in the prerequisites will be developed as needed.",SP25-MATH-4500,"[""James West""]",,0.1,7,True,"Prerequisite: a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",SP25,MATH,Matrix Groups,Matrix Groups,0,0
4540,,2025-08-17T17:19:40.434687,"Differential geometry involves using calculus to study geometric concepts such as curvature and geodesics. This introductory course focuses on the differential geometry of curves and surfaces. It may also touch upon the higher-dimensional generalizations, Riemannian manifolds, which underlie the study of general relativity.",SP25-MATH-4540,"[""Xiaodong Cao""]",,0.1,7,True,"Prerequisite: a semester of linear algebra (MATH 2210, MATH 2230, MATH 2310, or MATH 2940) and a semester of multivariable calculus (MATH 2220, MATH 2240, or MATH 1920), or equivalent.",SP25,MATH,Introduction to Differential Geometry,Intro to Differential Geometry,0,0
4710,,2025-08-17T17:19:40.434810,"Introduction to probability theory, which prepares the student to take MATH 4720. The course begins with basics: combinatorial probability, mean and variance, independence, conditional probability, and Bayes formula. Density and distribution functions and their properties are introduced. The law of large numbers and the central limit theorem are stated and their implications for statistics are discussed.",SP25-MATH-4710,"[""Laurent Saloff-Coste""]",,0.6000000000000001,2,True,"Prerequisite: MATH 1110-MATH 1120, or equivalent.",SP25,MATH,Basic Probability,Basic Probability,0,0
4720,,2025-08-17T17:19:40.434847,"Statistics have proved to be an important research tool in nearly all of the physical, biological, and social sciences. This course serves as an introduction to statistics for students who already have some background in calculus, linear algebra, and probability theory. Topics include parameter estimation, hypothesis testing, and linear regression. The course emphasizes both the mathematical theory of statistics and techniques for data analysis that are useful in solving scientific problems.",SP25-MATH-4720,"[""Marten Wegkamp""]",,0.1,5,True,"Prerequisite: MATH 4710 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent).",SP25,MATH,Statistics,Statistics,0,0
4740,,2025-08-17T17:19:40.434938,"A one-semester introduction to stochastic processes which develops the theory together with applications. The course will always cover Markov chains in discrete and continuous time and Poisson processes. Depending upon the interests of the instructor and the students, other topics may include queuing theory, martingales, Brownian motion, and option pricing.",SP25-MATH-4740,"[""Sungwoo Jeong""]",,0.1,10,True,"Prerequisite: MATH 4710, BTRY 3080/ILRST 3080/STSCI 3080, ORIE 3500, or ECON 3130 and linear algebra (MATH 2210, MATH 2230, MATH 2310, MATH 2940, or equivalent).",SP25,MATH,Stochastic Processes,Stochastic Processes,0,0
4900,,2025-08-17T17:19:40.435132,An independent research course by arrangement with an individual professor.  The goal is for the student to perform an independent investigation into a specific mathematical question.  The student and professor will set expectations and grading policies at the beginning of the term.,SP25-MATH-4900,"[""Camil Muscalu"", ""Benjamin Dozier"", ""Tara Holm"", ""Inna Zakharevich"", ""David Zywina"", ""Alex Betts"", ""Philippe Sosoe"", ""Daniel Halpern-Leistner"", ""Yunan Yang"", ""Daniel Stern"", ""Xin Zhou"", ""Justin Moore"", ""Marten Wegkamp"", ""Ravi Ramakrishna"", ""Yuri Berest"", ""Jason Manning"", ""Rachel Webb"", ""Marcelo Aguiar"", ""Lionel Levine"", ""Anil Nerode"", ""Ed Swartz"", ""Irena Peeva"", ""Nicolas Templier"", ""Reyer Sjamaar"", ""Robert Connelly"", ""Timothy Riley"", ""Michael Stillman"", ""Kathryn Mann"", ""James West"", ""Alexander Vladimirsky"", ""Martin Kassabov"", ""Laurent Saloff-Coste"", ""Yusheng Luo"", ""Timothy Healey"", ""Xiaodong Cao"", ""John Hubbard"", ""Alex Townsend"", ""Karola Meszaros"", ""Dan Barbasch"", ""Michael Nussbaum"", ""Allen Knutson"", ""Steven Strogatz"", ""David Freund"", ""Slawomir Solecki""]",,,,,,SP25,MATH,Supervised Research,Supervised Research,0,0
4901,,2025-08-17T17:19:40.435140,An independent reading course by arrangement with an individual professor. The goal is for the student to master a body of mathematics outside the normal curriculum. The student and professor will set expectations and grading policies at the beginning of the term.,SP25-MATH-4901,"[""Camil Muscalu"", ""Benjamin Dozier"", ""Tara Holm"", ""Inna Zakharevich"", ""David Zywina"", ""Alex Betts"", ""Philippe Sosoe"", ""Daniel Halpern-Leistner"", ""Yunan Yang"", ""Daniel Stern"", ""Xin Zhou"", ""Justin Moore"", ""Marten Wegkamp"", ""Ravi Ramakrishna"", ""Yuri Berest"", ""Jason Manning"", ""Rachel Webb"", ""Marcelo Aguiar"", ""Lionel Levine"", ""Anil Nerode"", ""Ed Swartz"", ""Irena Peeva"", ""Nicolas Templier"", ""Reyer Sjamaar"", ""Robert Connelly"", ""Timothy Riley"", ""Michael Stillman"", ""Kathryn Mann"", ""James West"", ""Alexander Vladimirsky"", ""Martin Kassabov"", ""Laurent Saloff-Coste"", ""Yusheng Luo"", ""Timothy Healey"", ""Xiaodong Cao"", ""John Hubbard"", ""Alex Townsend"", ""Karola Meszaros"", ""Dan Barbasch"", ""Michael Nussbaum"", ""Allen Knutson"", ""Steven Strogatz"", ""David Freund"", ""Slawomir Solecki""]",,,,,,SP25,MATH,Supervised Reading,Supervised Reading,0,0
